,percentage_samples,score,strategy,repetition
37,40,0.4706719817767654,margin_sampling,75
38,50,0.4994305239179954,margin_sampling,75
39,60,0.5037015945330297,margin_sampling,75
40,70,0.5165148063781321,margin_sampling,75
41,80,0.5276195899772209,margin_sampling,75
42,90,0.5196469248291572,margin_sampling,75
43,100,0.5279043280182233,margin_sampling,75
0,1,0.14037585421412302,random,76
1,10,0.349373576309795,random,76
2,20,0.41657175398633256,random,76
3,30,0.44419134396355353,random,76
4,40,0.4629840546697039,random,76
5,50,0.48376993166287013,random,76
6,60,0.4806378132118451,random,76
7,70,0.4994305239179954,random,76
8,80,0.5022779043280182,random,76
9,90,0.5108200455580866,random,76
10,100,0.5375854214123007,random,76
11,1,0.14236902050113895,uncertainty_sampling,76
12,10,0.3479498861047836,uncertainty_sampling,76
13,20,0.4103075170842825,uncertainty_sampling,76
14,30,0.44276765375854216,uncertainty_sampling,76
15,40,0.4766514806378132,uncertainty_sampling,76
16,50,0.4928815489749431,uncertainty_sampling,76
17,60,0.5105353075170843,uncertainty_sampling,76
18,70,0.5259111617312073,uncertainty_sampling,76
19,80,0.533883826879271,uncertainty_sampling,76
20,90,0.5250569476082004,uncertainty_sampling,76
21,100,0.5381548974943052,uncertainty_sampling,76
22,1,0.15660592255125286,entropy_sampling,76
23,10,0.3348519362186788,entropy_sampling,76
24,20,0.40802961275626426,entropy_sampling,76
25,30,0.4527334851936219,entropy_sampling,76
26,40,0.4718109339407745,entropy_sampling,76
27,50,0.5,entropy_sampling,76
28,60,0.5113895216400911,entropy_sampling,76
29,70,0.5259111617312073,entropy_sampling,76
30,80,0.5279043280182233,entropy_sampling,76
31,90,0.5318906605922551,entropy_sampling,76
32,100,0.5424259681093394,entropy_sampling,76
33,1,0.13980637813211846,margin_sampling,76
34,10,0.3530751708428246,margin_sampling,76
35,20,0.41600227790432803,margin_sampling,76
36,30,0.4444760820045558,margin_sampling,76
37,40,0.4646924829157175,margin_sampling,76
38,50,0.48889521640091116,margin_sampling,76
39,60,0.5113895216400911,margin_sampling,76
40,70,0.5167995444191344,margin_sampling,76
41,80,0.5159453302961275,margin_sampling,76
42,90,0.5384396355353075,margin_sampling,76
43,100,0.5364464692482915,margin_sampling,76
0,1,0.16201594533029612,random,77
1,10,0.34766514806378135,random,77
2,20,0.4214123006833713,random,77
3,30,0.4587129840546697,random,77
4,40,0.48006833712984054,random,77
5,50,0.48889521640091116,random,77
6,60,0.4960136674259681,random,77
7,70,0.5025626423690205,random,77
8,80,0.5199316628701595,random,77
9,90,0.5264806378132119,random,77
10,100,0.5145216400911162,random,77
11,1,0.16856492027334852,uncertainty_sampling,77
12,10,0.34225512528473806,uncertainty_sampling,77
13,20,0.41315489749430523,uncertainty_sampling,77
14,30,0.45301822323462415,uncertainty_sampling,77
15,40,0.48775626423690205,uncertainty_sampling,77
16,50,0.4923120728929385,uncertainty_sampling,77
17,60,0.5264806378132119,uncertainty_sampling,77
18,70,0.5281890660592256,uncertainty_sampling,77
19,80,0.5273348519362187,uncertainty_sampling,77
20,90,0.5432801822323462,uncertainty_sampling,77
21,100,0.5176537585421412,uncertainty_sampling,77
22,1,0.16799544419134396,entropy_sampling,77
23,10,0.34054669703872437,entropy_sampling,77
24,20,0.41287015945330297,entropy_sampling,77
25,30,0.44419134396355353,entropy_sampling,77
26,40,0.49060364464692485,entropy_sampling,77
27,50,0.4971526195899772,entropy_sampling,77
28,60,0.505125284738041,entropy_sampling,77
29,70,0.5145216400911162,entropy_sampling,77
30,80,0.5082574031890661,entropy_sampling,77
31,90,0.5296127562642369,entropy_sampling,77
32,100,0.5316059225512528,entropy_sampling,77
33,1,0.15148063781321183,margin_sampling,77
34,10,0.3465261958997722,margin_sampling,77
35,20,0.42198177676537585,margin_sampling,77
36,30,0.45301822323462415,margin_sampling,77
37,40,0.48889521640091116,margin_sampling,77
38,50,0.5074031890660592,margin_sampling,77
39,60,0.5128132118451025,margin_sampling,77
40,70,0.501993166287016,margin_sampling,77
41,80,0.5253416856492027,margin_sampling,77
42,90,0.5159453302961275,margin_sampling,77
43,100,0.535876993166287,margin_sampling,77
0,1,0.15689066059225512,random,78
1,10,0.34880410022779046,random,78
2,20,0.40119589977220954,random,78
3,30,0.4430523917995444,random,78
4,40,0.4558656036446469,random,78
5,50,0.4780751708428246,random,78
6,60,0.4977220956719818,random,78
7,70,0.5199316628701595,random,78
8,80,0.5247722095671982,random,78
9,90,0.5330296127562643,random,78
10,100,0.537870159453303,random,78
11,1,0.166002277904328,uncertainty_sampling,78
12,10,0.3365603644646925,uncertainty_sampling,78
13,20,0.42853075170842825,uncertainty_sampling,78
14,30,0.45301822323462415,uncertainty_sampling,78
15,40,0.4891799544419134,uncertainty_sampling,78
16,50,0.5025626423690205,uncertainty_sampling,78
17,60,0.525626423690205,uncertainty_sampling,78
18,70,0.5341685649202733,uncertainty_sampling,78
19,80,0.5350227790432802,uncertainty_sampling,78
20,90,0.5398633257403189,uncertainty_sampling,78
21,100,0.5298974943052391,uncertainty_sampling,78
22,1,0.15318906605922553,entropy_sampling,78
23,10,0.34851936218678814,entropy_sampling,78
24,20,0.417995444191344,entropy_sampling,78
25,30,0.4484624145785877,entropy_sampling,78
26,40,0.47864464692482916,entropy_sampling,78
27,50,0.5017084282460137,entropy_sampling,78
28,60,0.5085421412300684,entropy_sampling,78
29,70,0.5267653758542141,entropy_sampling,78
30,80,0.5387243735763098,entropy_sampling,78
31,90,0.5279043280182233,entropy_sampling,78
32,100,0.5401480637813212,entropy_sampling,78
33,1,0.15432801822323464,margin_sampling,78
34,10,0.34994305239179957,margin_sampling,78
35,20,0.4074601366742597,margin_sampling,78
36,30,0.4535876993166287,margin_sampling,78
37,40,0.47380410022779046,margin_sampling,78
38,50,0.5039863325740319,margin_sampling,78
39,60,0.5105353075170843,margin_sampling,78
40,70,0.52249430523918,margin_sampling,78
41,80,0.5250569476082004,margin_sampling,78
42,90,0.5284738041002278,margin_sampling,78
43,100,0.5381548974943052,margin_sampling,78
0,1,0.15632118451025057,random,79
1,10,0.3527904328018223,random,79
2,20,0.4031890660592255,random,79
3,30,0.44048974943052394,random,79
4,40,0.4575740318906606,random,79
5,50,0.47579726651480636,random,79
6,60,0.48291571753986334,random,79
7,70,0.5088268792710706,random,79
8,80,0.5111047835990888,random,79
9,90,0.5279043280182233,random,79
10,100,0.5244874715261959,random,79
11,1,0.155751708428246,uncertainty_sampling,79
12,10,0.32517084282460135,uncertainty_sampling,79
13,20,0.40404328018223234,uncertainty_sampling,79
14,30,0.4356492027334852,uncertainty_sampling,79
15,40,0.4675398633257403,uncertainty_sampling,79
16,50,0.4908883826879271,uncertainty_sampling,79
17,60,0.5059794988610479,uncertainty_sampling,79
18,70,0.5165148063781321,uncertainty_sampling,79
19,80,0.5142369020501139,uncertainty_sampling,79
20,90,0.532744874715262,uncertainty_sampling,79
21,100,0.5284738041002278,uncertainty_sampling,79
22,1,0.1546127562642369,entropy_sampling,79
23,10,0.33883826879271073,entropy_sampling,79
24,20,0.4031890660592255,entropy_sampling,79
25,30,0.44646924829157175,entropy_sampling,79
26,40,0.4729498861047836,entropy_sampling,79
27,50,0.4814920273348519,entropy_sampling,79
28,60,0.5028473804100227,entropy_sampling,79
29,70,0.5128132118451025,entropy_sampling,79
30,80,0.5239179954441914,entropy_sampling,79
31,90,0.5253416856492027,entropy_sampling,79
32,100,0.5179384965831435,entropy_sampling,79
33,1,0.15005694760820046,margin_sampling,79
34,10,0.35136674259681094,margin_sampling,79
35,20,0.4202733485193622,margin_sampling,79
36,30,0.436503416856492,margin_sampling,79
37,40,0.46326879271070615,margin_sampling,79
38,50,0.4908883826879271,margin_sampling,79
39,60,0.4988610478359909,margin_sampling,79
40,70,0.5034168564920274,margin_sampling,79
41,80,0.5071184510250569,margin_sampling,79
42,90,0.5330296127562643,margin_sampling,79
43,100,0.5128132118451025,margin_sampling,79
0,1,0.12784738041002278,random,80
1,10,0.3385535307517084,random,80
2,20,0.3983485193621868,random,80
3,30,0.4407744874715262,random,80
4,40,0.4701025056947608,random,80
5,50,0.4908883826879271,random,80
6,60,0.4962984054669704,random,80
7,70,0.4928815489749431,random,80
8,80,0.4891799544419134,random,80
9,90,0.518507972665148,random,80
10,100,0.5310364464692483,random,80
11,1,0.1264236902050114,uncertainty_sampling,80
12,10,0.3482346241457859,uncertainty_sampling,80
13,20,0.4157175398633257,uncertainty_sampling,80
14,30,0.4498861047835991,uncertainty_sampling,80
15,40,0.4780751708428246,uncertainty_sampling,80
16,50,0.48775626423690205,uncertainty_sampling,80
17,60,0.5145216400911162,uncertainty_sampling,80
18,70,0.5150911161731208,uncertainty_sampling,80
19,80,0.5207858769931663,uncertainty_sampling,80
20,90,0.5264806378132119,uncertainty_sampling,80
21,100,0.5196469248291572,uncertainty_sampling,80
22,1,0.1289863325740319,entropy_sampling,80
23,10,0.3283029612756264,entropy_sampling,80
24,20,0.4120159453302961,entropy_sampling,80
25,30,0.453872437357631,entropy_sampling,80
26,40,0.47238041002277903,entropy_sampling,80
27,50,0.49658314350797267,entropy_sampling,80
28,60,0.4971526195899772,entropy_sampling,80
29,70,0.5167995444191344,entropy_sampling,80
30,80,0.5253416856492027,entropy_sampling,80
31,90,0.5313211845102506,entropy_sampling,80
32,100,0.5284738041002278,entropy_sampling,80
33,1,0.1429384965831435,margin_sampling,80
34,10,0.3556378132118451,margin_sampling,80
35,20,0.40261958997722097,margin_sampling,80
36,30,0.43337129840546695,margin_sampling,80
37,40,0.46326879271070615,margin_sampling,80
38,50,0.48348519362186787,margin_sampling,80
39,60,0.49971526195899774,margin_sampling,80
40,70,0.5059794988610479,margin_sampling,80
41,80,0.5236332574031891,margin_sampling,80
42,90,0.5301822323462415,margin_sampling,80
43,100,0.530751708428246,margin_sampling,80
0,1,0.1261389521640091,random,81
1,10,0.3468109339407745,random,81
2,20,0.4085990888382688,random,81
3,30,0.43337129840546695,random,81
4,40,0.4629840546697039,random,81
5,50,0.47693621867881547,random,81
6,60,0.47494305239179957,random,81
7,70,0.5039863325740319,random,81
8,80,0.5011389521640092,random,81
9,90,0.5222095671981777,random,81
10,100,0.5333143507972665,random,81
11,1,0.13752847380410022,uncertainty_sampling,81
12,10,0.3530751708428246,uncertainty_sampling,81
13,20,0.40461275626423693,uncertainty_sampling,81
14,30,0.4527334851936219,uncertainty_sampling,81
15,40,0.4624145785876993,uncertainty_sampling,81
16,50,0.4928815489749431,uncertainty_sampling,81
17,60,0.5128132118451025,uncertainty_sampling,81
18,70,0.5216400911161732,uncertainty_sampling,81
19,80,0.5219248291571754,uncertainty_sampling,81
20,90,0.5264806378132119,uncertainty_sampling,81
21,100,0.5395785876993167,uncertainty_sampling,81
22,1,0.13468109339407744,entropy_sampling,81
23,10,0.33826879271070615,entropy_sampling,81
24,20,0.41059225512528474,entropy_sampling,81
25,30,0.4547266514806378,entropy_sampling,81
26,40,0.48006833712984054,entropy_sampling,81
27,50,0.49259681093394075,entropy_sampling,81
28,60,0.5125284738041003,entropy_sampling,81
29,70,0.5187927107061503,entropy_sampling,81
30,80,0.5247722095671982,entropy_sampling,81
31,90,0.5355922551252847,entropy_sampling,81
32,100,0.5304669703872438,entropy_sampling,81
33,1,0.13468109339407744,margin_sampling,81
34,10,0.3547835990888383,margin_sampling,81
35,20,0.42255125284738043,margin_sampling,81
36,30,0.4615603644646925,margin_sampling,81
37,40,0.4792141230068337,margin_sampling,81
38,50,0.501993166287016,margin_sampling,81
39,60,0.510250569476082,margin_sampling,81
40,70,0.4985763097949886,margin_sampling,81
41,80,0.5244874715261959,margin_sampling,81
42,90,0.5281890660592256,margin_sampling,81
43,100,0.5316059225512528,margin_sampling,81
0,1,0.1600227790432802,random,82
1,10,0.34225512528473806,random,82
2,20,0.40290432801822323,random,82
3,30,0.457004555808656,random,82
4,40,0.46981776765375854,random,82
5,50,0.4869020501138952,random,82
6,60,0.48832574031890663,random,82
7,70,0.4920273348519362,random,82
8,80,0.4977220956719818,random,82
9,90,0.5145216400911162,random,82
10,100,0.5316059225512528,random,82
11,1,0.1429384965831435,uncertainty_sampling,82
12,10,0.3505125284738041,uncertainty_sampling,82
13,20,0.4174259681093394,uncertainty_sampling,82
14,30,0.45187927107061504,uncertainty_sampling,82
15,40,0.489749430523918,uncertainty_sampling,82
16,50,0.49373576309794986,uncertainty_sampling,82
17,60,0.5136674259681093,uncertainty_sampling,82
18,70,0.5128132118451025,uncertainty_sampling,82
19,80,0.5165148063781321,uncertainty_sampling,82
20,90,0.5145216400911162,uncertainty_sampling,82
21,100,0.5290432801822323,uncertainty_sampling,82
22,1,0.15546697038724375,entropy_sampling,82
23,10,0.34310933940774485,entropy_sampling,82
24,20,0.3989179954441913,entropy_sampling,82
25,30,0.44874715261959,entropy_sampling,82
26,40,0.46981776765375854,entropy_sampling,82
27,50,0.4820615034168565,entropy_sampling,82
28,60,0.49800683371298404,entropy_sampling,82
29,70,0.49914578587699315,entropy_sampling,82
30,80,0.5253416856492027,entropy_sampling,82
31,90,0.5301822323462415,entropy_sampling,82
32,100,0.5125284738041003,entropy_sampling,82
33,1,0.16258542141230067,margin_sampling,82
34,10,0.3396924829157175,margin_sampling,82
35,20,0.41543280182232345,margin_sampling,82
36,30,0.4458997722095672,margin_sampling,82
37,40,0.46810933940774485,margin_sampling,82
38,50,0.4869020501138952,margin_sampling,82
39,60,0.5122437357630979,margin_sampling,82
40,70,0.5196469248291572,margin_sampling,82
41,80,0.52249430523918,margin_sampling,82
42,90,0.5341685649202733,margin_sampling,82
43,100,0.534738041002278,margin_sampling,82
0,1,0.14379271070615035,random,83
1,10,0.34965831435079725,random,83
2,20,0.39322323462414577,random,83
3,30,0.4222665148063781,random,83
4,40,0.45415717539863326,random,83
5,50,0.46497722095671984,random,83
6,60,0.482630979498861,random,83
7,70,0.48405466970387245,random,83
8,80,0.5045558086560364,random,83
9,90,0.4911731207289294,random,83
10,100,0.5054100227790432,random,83
11,1,0.12841685649202733,uncertainty_sampling,83
12,10,0.3228929384965831,uncertainty_sampling,83
13,20,0.3966400911161731,uncertainty_sampling,83
14,30,0.43451025056947606,uncertainty_sampling,83
15,40,0.47750569476082005,uncertainty_sampling,83
16,50,0.49259681093394075,uncertainty_sampling,83
17,60,0.5048405466970387,uncertainty_sampling,83
18,70,0.5148063781321185,uncertainty_sampling,83
19,80,0.5162300683371298,uncertainty_sampling,83
20,90,0.5244874715261959,uncertainty_sampling,83
21,100,0.5207858769931663,uncertainty_sampling,83
22,1,0.14521640091116172,entropy_sampling,83
23,10,0.33058086560364464,entropy_sampling,83
24,20,0.3841116173120729,entropy_sampling,83
25,30,0.4478929384965831,entropy_sampling,83
26,40,0.46326879271070615,entropy_sampling,83
27,50,0.48348519362186787,entropy_sampling,83
28,60,0.49430523917995445,entropy_sampling,83
29,70,0.5022779043280182,entropy_sampling,83
30,80,0.5190774487471527,entropy_sampling,83
31,90,0.5316059225512528,entropy_sampling,83
32,100,0.5156605922551253,entropy_sampling,83
33,1,0.1392369020501139,margin_sampling,83
34,10,0.34197038724373574,margin_sampling,83
35,20,0.3957858769931663,margin_sampling,83
36,30,0.4359339407744875,margin_sampling,83
37,40,0.4587129840546697,margin_sampling,83
38,50,0.47864464692482916,margin_sampling,83
39,60,0.4934510250569476,margin_sampling,83
40,70,0.5133826879271071,margin_sampling,83
41,80,0.5145216400911162,margin_sampling,83
42,90,0.5179384965831435,margin_sampling,83
43,100,0.520501138952164,margin_sampling,83
0,1,0.14521640091116172,random,84
1,10,0.3456719817767654,random,84
2,20,0.4034738041002278,random,84
3,30,0.4402050113895216,random,84
4,40,0.4695330296127563,random,84
5,50,0.47465831435079725,random,84
6,60,0.49003416856492027,random,84
7,70,0.4982915717539863,random,84
8,80,0.5176537585421412,random,84
9,90,0.5296127562642369,random,84
10,100,0.535876993166287,random,84
11,1,0.15290432801822323,uncertainty_sampling,84
12,10,0.332004555808656,uncertainty_sampling,84
13,20,0.41002277904328016,uncertainty_sampling,84
14,30,0.44048974943052394,uncertainty_sampling,84
15,40,0.47380410022779046,uncertainty_sampling,84
16,50,0.48604783599088835,uncertainty_sampling,84
17,60,0.5096810933940774,uncertainty_sampling,84
18,70,0.5187927107061503,uncertainty_sampling,84
19,80,0.5202164009111617,uncertainty_sampling,84
20,90,0.5259111617312073,uncertainty_sampling,84
21,100,0.5316059225512528,uncertainty_sampling,84
22,1,0.14236902050113895,entropy_sampling,84
23,10,0.33826879271070615,entropy_sampling,84
24,20,0.41315489749430523,entropy_sampling,84
25,30,0.4444760820045558,entropy_sampling,84
26,40,0.4652619589977221,entropy_sampling,84
27,50,0.48490888382687924,entropy_sampling,84
28,60,0.5076879271070615,entropy_sampling,84
29,70,0.5187927107061503,entropy_sampling,84
30,80,0.5236332574031891,entropy_sampling,84
31,90,0.5361617312072893,entropy_sampling,84
32,100,0.5273348519362187,entropy_sampling,84
33,1,0.130125284738041,margin_sampling,84
34,10,0.34595671981776766,margin_sampling,84
35,20,0.42084282460136674,margin_sampling,84
36,30,0.4533029612756264,margin_sampling,84
37,40,0.4755125284738041,margin_sampling,84
38,50,0.49316628701594534,margin_sampling,84
39,60,0.5039863325740319,margin_sampling,84
40,70,0.5125284738041003,margin_sampling,84
41,80,0.5273348519362187,margin_sampling,84
42,90,0.5270501138952164,margin_sampling,84
43,100,0.5128132118451025,margin_sampling,84
0,1,0.15888382687927108,random,85
1,10,0.3490888382687927,random,85
2,20,0.4071753986332574,random,85
3,30,0.4419134396355353,random,85
4,40,0.474373576309795,random,85
5,50,0.48348519362186787,random,85
6,60,0.48832574031890663,random,85
7,70,0.4957289293849658,random,85
8,80,0.5176537585421412,random,85
9,90,0.5139521640091116,random,85
10,100,0.5341685649202733,random,85
11,1,0.16030751708428245,uncertainty_sampling,85
12,10,0.34851936218678814,uncertainty_sampling,85
13,20,0.4097380410022779,uncertainty_sampling,85
14,30,0.44162870159453305,uncertainty_sampling,85
15,40,0.47892938496583143,uncertainty_sampling,85
16,50,0.4806378132118451,uncertainty_sampling,85
17,60,0.5008542141230068,uncertainty_sampling,85
18,70,0.5099658314350797,uncertainty_sampling,85
19,80,0.5199316628701595,uncertainty_sampling,85
20,90,0.5293280182232346,uncertainty_sampling,85
21,100,0.5210706150341685,uncertainty_sampling,85
22,1,0.16287015945330297,entropy_sampling,85
23,10,0.3342824601366743,entropy_sampling,85
24,20,0.3875284738041002,entropy_sampling,85
25,30,0.4291002277904328,entropy_sampling,85
26,40,0.4581435079726651,entropy_sampling,85
27,50,0.4857630979498861,entropy_sampling,85
28,60,0.4977220956719818,entropy_sampling,85
29,70,0.5130979498861048,entropy_sampling,85
30,80,0.5193621867881549,entropy_sampling,85
31,90,0.5213553530751709,entropy_sampling,85
32,100,0.5230637813211845,entropy_sampling,85
33,1,0.1480637813211845,margin_sampling,85
34,10,0.34880410022779046,margin_sampling,85
35,20,0.4125854214123007,margin_sampling,85
36,30,0.4473234624145786,margin_sampling,85
37,40,0.4666856492027335,margin_sampling,85
38,50,0.4814920273348519,margin_sampling,85
39,60,0.4940205011389522,margin_sampling,85
40,70,0.5113895216400911,margin_sampling,85
41,80,0.5233485193621867,margin_sampling,85
42,90,0.5290432801822323,margin_sampling,85
43,100,0.5250569476082004,margin_sampling,85
0,1,0.15375854214123008,random,86
1,10,0.34595671981776766,random,86
2,20,0.4071753986332574,random,86
3,30,0.4356492027334852,random,86
4,40,0.4510250569476082,random,86
5,50,0.4766514806378132,random,86
6,60,0.482630979498861,random,86
7,70,0.4869020501138952,random,86
8,80,0.49800683371298404,random,86
9,90,0.5039863325740319,random,86
10,100,0.5242027334851936,random,86
11,1,0.17055808656036447,uncertainty_sampling,86
12,10,0.3337129840546697,uncertainty_sampling,86
13,20,0.40916856492027337,uncertainty_sampling,86
14,30,0.4413439635535307,uncertainty_sampling,86
15,40,0.45529612756264237,uncertainty_sampling,86
16,50,0.49003416856492027,uncertainty_sampling,86
17,60,0.5048405466970387,uncertainty_sampling,86
18,70,0.5074031890660592,uncertainty_sampling,86
19,80,0.5187927107061503,uncertainty_sampling,86
20,90,0.5193621867881549,uncertainty_sampling,86
21,100,0.5179384965831435,uncertainty_sampling,86
22,1,0.16657175398633256,entropy_sampling,86
23,10,0.3362756264236902,entropy_sampling,86
24,20,0.4174259681093394,entropy_sampling,86
25,30,0.44419134396355353,entropy_sampling,86
26,40,0.46184510250569477,entropy_sampling,86
27,50,0.494874715261959,entropy_sampling,86
28,60,0.5005694760820045,entropy_sampling,86
29,70,0.5111047835990888,entropy_sampling,86
30,80,0.5190774487471527,entropy_sampling,86
31,90,0.5219248291571754,entropy_sampling,86
32,100,0.5176537585421412,entropy_sampling,86
33,1,0.16343963553530752,margin_sampling,86
34,10,0.3468109339407745,margin_sampling,86
35,20,0.4097380410022779,margin_sampling,86
36,30,0.4359339407744875,margin_sampling,86
37,40,0.45842824601366744,margin_sampling,86
38,50,0.4854783599088838,margin_sampling,86
39,60,0.49031890660592253,margin_sampling,86
40,70,0.5037015945330297,margin_sampling,86
41,80,0.5148063781321185,margin_sampling,86
42,90,0.5116742596810934,margin_sampling,86
43,100,0.5122437357630979,margin_sampling,86
0,1,0.11674259681093394,random,87
1,10,0.3621867881548975,random,87
2,20,0.4123006833712984,random,87
3,30,0.4515945330296128,random,87
4,40,0.4695330296127563,random,87
5,50,0.47864464692482916,random,87
6,60,0.48832574031890663,random,87
7,70,0.5111047835990888,random,87
8,80,0.52249430523918,random,87
9,90,0.5364464692482915,random,87
10,100,0.5407175398633257,random,87
11,1,0.13439635535307518,uncertainty_sampling,87
12,10,0.32545558086560367,uncertainty_sampling,87
13,20,0.4140091116173121,uncertainty_sampling,87
14,30,0.4575740318906606,uncertainty_sampling,87
15,40,0.4863325740318907,uncertainty_sampling,87
16,50,0.49373576309794986,uncertainty_sampling,87
17,60,0.5025626423690205,uncertainty_sampling,87
18,70,0.5230637813211845,uncertainty_sampling,87
19,80,0.5148063781321185,uncertainty_sampling,87
20,90,0.5427107061503417,uncertainty_sampling,87
21,100,0.5387243735763098,uncertainty_sampling,87
22,1,0.125,entropy_sampling,87
23,10,0.3197608200455581,entropy_sampling,87
24,20,0.4020501138952164,entropy_sampling,87
25,30,0.4433371298405467,entropy_sampling,87
26,40,0.4701025056947608,entropy_sampling,87
27,50,0.49544419134396356,entropy_sampling,87
28,60,0.5091116173120729,entropy_sampling,87
29,70,0.5190774487471527,entropy_sampling,87
30,80,0.5296127562642369,entropy_sampling,87
31,90,0.5313211845102506,entropy_sampling,87
32,100,0.517369020501139,entropy_sampling,87
33,1,0.13354214123006833,margin_sampling,87
34,10,0.3342824601366743,margin_sampling,87
35,20,0.4085990888382688,margin_sampling,87
36,30,0.4379271070615034,margin_sampling,87
37,40,0.4792141230068337,margin_sampling,87
38,50,0.4957289293849658,margin_sampling,87
39,60,0.5165148063781321,margin_sampling,87
40,70,0.5216400911161732,margin_sampling,87
41,80,0.5310364464692483,margin_sampling,87
42,90,0.5447038724373576,margin_sampling,87
43,100,0.5367312072892938,margin_sampling,87
0,1,0.15660592255125286,random,88
1,10,0.3604783599088838,random,88
2,20,0.41970387243735763,random,88
3,30,0.4510250569476082,random,88
4,40,0.4911731207289294,random,88
5,50,0.494874715261959,random,88
6,60,0.4974373576309795,random,88
7,70,0.5133826879271071,random,88
8,80,0.5316059225512528,random,88
9,90,0.5498291571753986,random,88
10,100,0.5458428246013668,random,88
11,1,0.15746013667425968,uncertainty_sampling,88
12,10,0.349373576309795,uncertainty_sampling,88
13,20,0.4239749430523918,uncertainty_sampling,88
14,30,0.4809225512528474,uncertainty_sampling,88
15,40,0.48490888382687924,uncertainty_sampling,88
16,50,0.517369020501139,uncertainty_sampling,88
17,60,0.5361617312072893,uncertainty_sampling,88
18,70,0.5333143507972665,uncertainty_sampling,88
19,80,0.5395785876993167,uncertainty_sampling,88
20,90,0.5558086560364465,uncertainty_sampling,88
21,100,0.5441343963553531,uncertainty_sampling,88
22,1,0.16059225512528474,entropy_sampling,88
23,10,0.34339407744874717,entropy_sampling,88
24,20,0.4205580865603645,entropy_sampling,88
25,30,0.46725512528473806,entropy_sampling,88
26,40,0.4957289293849658,entropy_sampling,88
27,50,0.5113895216400911,entropy_sampling,88
28,60,0.5068337129840547,entropy_sampling,88
29,70,0.5381548974943052,entropy_sampling,88
30,80,0.5461275626423691,entropy_sampling,88
31,90,0.5523917995444191,entropy_sampling,88
32,100,0.5484054669703873,entropy_sampling,88
33,1,0.1600227790432802,margin_sampling,88
34,10,0.3673120728929385,margin_sampling,88
35,20,0.42739179954441914,margin_sampling,88
36,30,0.4718109339407745,margin_sampling,88
37,40,0.4857630979498861,margin_sampling,88
38,50,0.5002847380410023,margin_sampling,88
39,60,0.5210706150341685,margin_sampling,88
40,70,0.534738041002278,margin_sampling,88
41,80,0.5418564920273349,margin_sampling,88
42,90,0.5555239179954442,margin_sampling,88
43,100,0.556378132118451,margin_sampling,88
0,1,0.13183371298405466,random,89
1,10,0.34738041002277903,random,89
2,20,0.4071753986332574,random,89
3,30,0.4347949886104784,random,89
4,40,0.45017084282460135,random,89
5,50,0.4732346241457859,random,89
6,60,0.49003416856492027,random,89
7,70,0.4911731207289294,random,89
8,80,0.5014236902050114,random,89
9,90,0.533883826879271,random,89
10,100,0.533883826879271,random,89
11,1,0.14749430523917995,uncertainty_sampling,89
12,10,0.33684510250569477,uncertainty_sampling,89
13,20,0.42255125284738043,uncertainty_sampling,89
14,30,0.4359339407744875,uncertainty_sampling,89
15,40,0.47380410022779046,uncertainty_sampling,89
16,50,0.503132118451025,uncertainty_sampling,89
17,60,0.5108200455580866,uncertainty_sampling,89
18,70,0.5330296127562643,uncertainty_sampling,89
19,80,0.520501138952164,uncertainty_sampling,89
20,90,0.5119589977220956,uncertainty_sampling,89
21,100,0.5239179954441914,uncertainty_sampling,89
22,1,0.14066059225512528,entropy_sampling,89
23,10,0.3522209567198178,entropy_sampling,89
24,20,0.4216970387243736,entropy_sampling,89
25,30,0.4478929384965831,entropy_sampling,89
26,40,0.4857630979498861,entropy_sampling,89
27,50,0.503132118451025,entropy_sampling,89
28,60,0.5125284738041003,entropy_sampling,89
29,70,0.530751708428246,entropy_sampling,89
30,80,0.5202164009111617,entropy_sampling,89
31,90,0.5293280182232346,entropy_sampling,89
32,100,0.5310364464692483,entropy_sampling,89
33,1,0.13553530751708429,margin_sampling,89
34,10,0.3468109339407745,margin_sampling,89
35,20,0.4148633257403189,margin_sampling,89
36,30,0.45558086560364464,margin_sampling,89
37,40,0.4706719817767654,margin_sampling,89
38,50,0.4908883826879271,margin_sampling,89
39,60,0.5125284738041003,margin_sampling,89
40,70,0.5182232346241458,margin_sampling,89
41,80,0.5324601366742597,margin_sampling,89
42,90,0.5370159453302962,margin_sampling,89
43,100,0.5398633257403189,margin_sampling,89
0,1,0.16287015945330297,random,90
1,10,0.3456719817767654,random,90
2,20,0.40774487471526194,random,90
3,30,0.43735763097949887,random,90
4,40,0.4712414578587699,random,90
5,50,0.47892938496583143,random,90
6,60,0.4869020501138952,random,90
7,70,0.4977220956719818,random,90
8,80,0.5145216400911162,random,90
9,90,0.5133826879271071,random,90
10,100,0.5167995444191344,random,90
11,1,0.16287015945330297,uncertainty_sampling,90
12,10,0.34424829157175396,uncertainty_sampling,90
13,20,0.4234054669703872,uncertainty_sampling,90
14,30,0.45842824601366744,uncertainty_sampling,90
15,40,0.49259681093394075,uncertainty_sampling,90
16,50,0.5,uncertainty_sampling,90
17,60,0.5128132118451025,uncertainty_sampling,90
18,70,0.5213553530751709,uncertainty_sampling,90
19,80,0.5219248291571754,uncertainty_sampling,90
20,90,0.5270501138952164,uncertainty_sampling,90
21,100,0.5056947608200456,uncertainty_sampling,90
22,1,0.15746013667425968,entropy_sampling,90
